,class,xbox,ybox,width,height,onpixel,xbar,ybar,xvar,yvar,xycorr,x2ybar,xy2bar,xedge,xedgeycorr,yedge,yedgexcorr
9088,11,3,3,4,4,2,8,7,8,8,7,6,8,3,8,4,8
9089,4,5,5,6,7,3,7,4,7,9,5,5,9,1,9,7,11
9090,16,5,7,5,5,4,4,11,2,2,9,8,7,6,11,2,6
9091,14,5,9,6,7,2,6,8,7,11,6,7,13,1,7,4,8
9092,10,3,8,4,5,1,8,7,4,4,7,6,8,3,8,4,8
9093,4,2,6,3,4,2,7,6,6,6,6,5,10,1,8,5,11
9094,5,5,9,5,5,2,5,9,4,4,13,9,7,2,9,3,7
9095,20,4,7,4,5,3,4,12,2,2,9,11,8,3,11,1,7
9096,12,3,5,5,4,3,9,7,4,5,10,3,7,5,6,4,9
9097,7,4,9,7,7,5,11,3,1,2,8,3,9,6,5,3,8
9098,23,3,3,4,1,1,5,8,4,6,10,9,9,3,10,1,6
9099,5,5,7,6,5,3,8,7,3,8,11,6,8,2,10,5,8
9100,0,2,7,3,5,2,9,12,0,5,6,10,8,0,8,0,8
9101,6,3,5,5,4,3,8,8,3,5,10,5,6,3,7,5,9
9102,2,3,8,5,6,4,7,7,7,7,7,7,5,3,8,3,7
9103,23,5,8,6,6,4,4,8,5,7,9,7,9,4,8,4,4
9104,2,5,11,7,8,8,7,7,6,6,6,6,5,6,8,3,7
9105,6,4,9,4,4,4,8,7,3,4,9,6,8,5,7,6,8
9106,10,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8
9107,13,6,8,7,9,8,6,9,4,4,7,7,6,5,9,9,8
9108,25,4,8,5,6,5,8,8,3,8,7,7,7,0,8,11,8
9109,6,9,11,6,6,4,8,6,5,6,11,4,9,6,7,6,10
9110,19,4,11,6,8,5,8,7,2,8,11,6,8,2,8,5,9
9111,20,2,3,3,2,1,4,12,3,2,9,11,7,2,11,0,7
9112,21,1,1,3,2,1,8,11,1,5,5,11,9,1,11,1,8
9113,21,5,8,5,6,3,3,10,1,7,11,11,6,1,10,3,4
9114,14,3,6,5,4,4,7,7,4,3,7,7,10,5,10,3,8
9115,6,3,1,3,2,3,7,7,5,5,7,6,6,2,8,6,10
9116,8,3,10,4,7,1,14,1,7,5,14,1,10,0,7,0,8
9117,10,3,5,4,4,2,7,7,3,9,6,6,8,2,8,6,8
9118,2,6,10,8,8,8,7,7,5,7,7,6,5,6,8,3,7
9119,16,6,9,6,7,5,4,10,3,3,9,8,7,7,11,2,5
9120,24,2,3,4,2,2,6,7,1,6,10,7,10,3,8,2,8
9121,12,5,5,6,7,3,6,11,9,4,7,3,8,3,7,6,11
9122,23,3,8,5,6,2,5,8,7,8,10,10,9,3,9,1,8
9123,25,2,4,2,3,2,8,7,5,9,6,6,7,1,8,7,8
9124,3,2,1,2,2,1,7,8,5,4,7,6,6,5,9,1,5
9125,8,6,7,7,8,6,9,9,5,5,6,6,10,3,7,8,5
9126,24,2,3,3,1,1,5,7,1,6,10,8,10,3,8,2,6
9127,0,3,11,4,8,1,6,14,0,6,8,11,8,0,8,0,8
9128,13,3,3,3,4,1,1,12,4,4,12,10,7,0,8,2,6
9129,2,4,9,6,7,6,9,7,6,6,9,4,6,3,8,3,9
9130,4,3,7,4,5,2,8,8,8,7,5,7,9,2,7,5,10
9131,8,4,10,5,7,2,8,7,2,7,15,5,8,0,7,1,7
9132,6,1,3,3,2,2,8,7,2,5,10,5,7,2,8,3,9
9133,18,2,3,4,2,1,7,11,4,3,11,4,2,0,9,3,8
9134,16,6,10,9,8,7,5,8,4,1,7,9,8,7,11,0,8
9135,3,6,10,5,5,3,5,9,4,5,3,3,12,6,11,2,7
9136,23,2,3,3,1,1,5,8,5,6,10,9,9,3,10,1,6
9137,14,3,6,4,4,2,6,8,7,7,9,8,12,2,10,4,10
9138,5,5,8,6,6,3,5,9,3,9,11,6,7,2,7,5,6
9139,15,3,3,4,4,2,7,7,14,1,7,7,8,3,8,0,8
9140,7,6,10,9,8,9,8,7,7,4,7,6,9,6,8,7,4
9141,24,4,5,7,4,4,3,8,2,7,10,10,11,3,8,3,6
9142,25,4,10,5,8,2,7,7,4,14,10,6,8,0,8,8,8
9143,0,6,9,7,7,8,5,8,4,7,7,6,10,5,7,5,7
9144,18,3,6,4,4,2,4,13,8,1,10,6,3,1,10,4,8
9145,11,4,8,6,6,4,7,7,8,5,7,5,8,3,8,3,8
9146,5,8,15,8,8,4,9,5,5,5,13,5,9,2,8,3,7
9147,10,6,10,9,8,8,8,7,3,7,7,7,8,6,13,8,8
9148,7,5,11,7,9,5,10,2,2,3,9,1,7,3,7,4,8
9149,1,1,4,1,3,1,7,7,1,7,7,6,8,0,8,2,8
9150,2,5,4,5,7,3,5,6,10,9,5,4,5,3,8,4,8
9151,18,2,1,2,1,1,5,11,7,2,9,6,4,1,9,3,8
9152,13,4,9,4,6,2,1,13,5,4,12,11,6,0,8,2,6
9153,19,4,8,6,6,4,9,6,2,7,11,5,9,3,7,6,10
9154,15,4,3,4,4,2,7,8,14,0,7,6,8,3,8,0,8
9155,0,4,5,5,4,3,5,12,4,6,11,9,4,2,11,1,5
9156,9,1,0,2,0,0,7,6,9,0,7,8,8,5,6,0,8
9157,4,3,6,4,4,2,6,6,5,7,7,5,10,2,10,4,8
9158,20,2,8,4,6,1,8,8,4,2,7,13,8,3,9,0,8
9159,2,5,10,5,8,3,5,7,10,9,7,6,5,3,8,4,8
9160,0,5,11,7,8,7,8,11,3,6,6,11,8,3,12,1,8
9161,2,5,10,6,8,3,5,7,10,9,7,6,5,3,8,4,8
9162,15,7,13,7,8,6,7,7,3,4,10,5,8,6,9,5,8
9163,16,6,7,9,6,10,7,8,5,5,7,5,8,10,10,8,8
9164,25,5,10,7,8,4,7,7,3,11,12,7,8,2,8,7,7
9165,13,4,7,6,5,4,8,8,2,6,13,5,6,2,10,2,8
9166,6,2,3,4,2,2,8,8,3,5,10,5,6,2,8,5,9
9167,12,3,7,5,5,4,6,8,5,6,6,5,7,3,7,5,9
9168,25,1,0,1,1,0,7,7,2,10,8,6,8,0,8,6,8
9169,23,6,10,6,5,4,7,5,6,5,6,8,8,5,10,3,9
9170,3,10,15,9,8,4,7,10,5,5,4,5,11,6,11,3,7
9171,6,1,3,2,2,1,7,7,4,4,6,6,5,2,8,5,9
9172,1,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8
9173,7,4,7,6,5,2,8,3,3,3,9,1,8,2,7,3,7
9174,24,5,7,8,5,4,3,7,2,7,10,11,12,3,8,4,5
9175,25,3,7,4,5,3,6,8,5,10,7,7,10,2,9,8,8
9176,12,5,11,7,8,8,6,7,5,6,6,5,7,3,7,5,8
9177,12,4,2,5,4,4,7,8,4,6,7,5,7,3,7,4,8
9178,13,4,6,5,4,3,7,10,4,5,13,7,5,2,9,2,7
9179,1,4,10,5,8,2,7,9,0,8,14,6,6,0,10,2,7
9180,7,7,11,9,8,9,7,6,8,4,7,5,8,5,8,11,2
9181,1,1,3,1,2,0,7,8,0,6,12,6,8,0,8,0,7
9182,8,2,6,2,4,2,8,7,0,6,10,5,7,0,7,1,7
9183,24,5,9,5,4,3,9,7,2,6,10,4,7,5,9,3,9
9184,23,2,1,3,2,1,5,8,6,6,8,10,10,3,9,1,7
9185,0,1,0,1,0,0,7,13,1,4,7,10,8,0,8,0,8
9186,21,1,3,2,2,1,5,10,2,7,10,9,5,1,11,2,4
9187,16,2,1,2,2,1,7,8,4,0,7,8,8,6,10,0,8
9188,8,4,7,6,5,4,8,6,5,5,8,7,7,3,7,4,6
9189,23,4,2,5,4,2,6,8,5,8,6,9,9,3,9,1,7
9190,3,8,15,10,8,5,5,9,3,4,13,10,9,6,9,0,8
9191,8,1,3,2,2,1,11,6,2,6,12,3,8,0,7,0,8
9192,23,1,0,2,1,0,8,6,11,4,7,12,8,3,10,0,8
9193,16,4,4,6,6,3,4,8,5,1,7,8,8,8,9,0,8
9194,13,4,7,7,5,6,8,7,1,4,10,7,7,6,9,3,6
9195,24,5,9,8,6,6,7,7,1,6,10,5,9,3,7,3,8
9196,23,7,14,6,8,5,8,6,4,5,7,7,8,6,5,4,6
9197,18,4,11,5,8,6,6,9,6,4,9,8,4,1,10,3,7
9198,7,3,6,5,4,2,8,2,2,2,7,1,8,2,6,3,7
9199,8,4,10,6,8,6,9,8,4,4,9,3,7,4,8,7,5
9200,16,6,6,6,4,5,4,11,2,2,9,8,7,7,12,2,6
9201,0,5,6,6,5,6,8,9,5,7,7,7,8,3,10,7,7
9202,9,4,6,7,4,4,6,6,3,4,9,9,9,9,6,3,9
9203,18,3,9,4,6,2,5,9,10,5,8,6,5,2,9,4,8
9204,25,4,9,5,7,5,9,9,6,4,7,5,8,4,9,10,6
9205,17,3,7,4,5,3,5,5,4,7,3,2,6,4,6,1,6
9206,9,5,11,7,8,9,7,6,7,4,7,5,8,6,10,7,8
9207,1,2,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8
9208,6,3,6,5,4,6,8,7,4,3,6,7,8,6,10,7,7
9209,9,3,7,5,5,5,10,6,6,4,6,7,5,7,5,1,5
9210,9,6,8,9,7,10,8,7,4,5,7,6,7,12,8,6,4
9211,14,2,5,3,3,1,4,8,5,7,11,9,13,1,9,2,7
9212,4,5,11,7,8,6,6,6,6,7,6,6,9,4,9,4,8
9213,25,5,5,6,8,3,7,7,4,15,9,6,8,0,8,8,8
9214,11,4,7,5,5,2,8,6,8,8,7,5,8,3,8,4,8
9215,25,3,4,4,6,2,7,7,4,13,10,6,8,0,8,8,8
9216,23,5,8,7,6,6,7,8,8,5,5,7,10,4,9,4,5
9217,9,9,13,11,7,6,13,2,6,2,12,1,9,7,2,1,8
9218,9,5,5,6,8,4,7,7,12,2,7,9,8,8,6,0,8
9219,23,5,11,5,8,4,8,5,12,4,7,13,8,3,9,0,8
9220,23,7,8,8,6,4,4,8,6,8,9,9,10,3,9,3,5
9221,10,3,3,5,2,2,9,7,2,8,11,4,7,2,8,3,8
9222,25,3,6,4,4,1,7,7,3,13,9,6,8,0,8,8,8
9223,20,2,3,2,1,1,5,12,3,2,9,10,7,2,11,1,8
9224,23,6,11,9,8,12,8,8,4,4,6,7,8,10,6,8,8
9225,14,4,7,5,5,2,6,6,6,10,7,6,13,1,9,4,9
9226,3,5,7,6,5,4,8,8,6,6,6,5,3,8,9,5,7
9227,15,4,2,5,4,3,9,7,6,6,7,6,8,6,8,3,7
9228,16,6,8,6,6,4,2,10,3,3,11,11,9,7,10,1,6
9229,8,6,7,4,10,3,10,6,3,4,11,3,5,3,8,7,10
9230,21,8,7,6,11,5,9,7,5,5,4,12,5,4,11,5,7
9231,12,3,7,4,5,2,5,11,8,4,7,3,9,3,7,6,11
9232,22,4,7,6,8,6,8,5,8,4,6,5,9,4,9,6,8
9233,11,3,6,4,4,2,7,7,7,4,9,6,8,3,8,3,8
9234,5,7,15,5,8,3,10,2,2,5,10,1,9,3,7,4,9
9235,20,4,5,6,4,2,4,12,3,3,10,11,7,2,10,1,8
9236,7,3,8,5,6,3,6,4,3,0,6,2,7,2,7,2,7
9237,7,4,7,7,5,5,7,6,2,4,6,1,6,3,5,3,7
9238,13,5,7,6,5,6,7,10,5,4,8,6,8,2,9,7,11
9239,5,4,10,6,8,7,8,8,5,3,8,5,7,4,9,11,8
9240,0,4,6,6,4,5,5,8,4,5,6,7,8,5,10,4,8
9241,1,1,3,2,2,1,7,7,1,6,13,6,8,0,8,0,8
9242,8,1,1,2,2,1,10,7,2,5,11,4,8,0,7,0,7
9243,16,6,7,6,5,4,4,11,3,3,9,9,7,7,11,2,6
9244,3,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8
9245,3,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8
9246,11,5,9,6,7,8,8,9,5,2,7,7,8,8,9,4,8
9247,20,5,9,4,4,2,7,10,4,4,8,9,6,3,10,2,7
9248,10,5,8,8,6,4,8,8,1,8,11,4,7,4,9,4,8
9249,17,3,11,5,8,3,4,4,4,8,2,0,6,0,6,1,5
9250,17,2,6,3,4,1,0,1,5,6,0,0,6,0,8,0,8
9251,6,6,11,8,8,8,9,6,4,5,7,6,7,4,8,6,10
9252,15,3,3,5,2,2,7,8,3,6,10,7,8,3,8,3,8
9253,11,5,8,6,6,5,6,8,7,4,9,8,8,3,8,3,8
9254,0,6,8,6,6,3,5,12,2,8,12,9,4,1,11,2,4
9255,20,3,4,5,3,2,6,12,2,3,7,11,8,2,10,1,8
9256,13,6,11,9,8,9,7,7,6,4,8,6,8,5,12,10,12
9257,22,2,3,3,4,3,9,8,6,1,5,7,10,2,10,5,10
9258,3,6,5,6,8,3,7,7,15,2,4,6,8,6,8,0,8
9259,12,7,13,7,7,6,8,7,3,5,9,4,8,6,6,7,6
9260,3,3,7,3,5,2,7,7,13,2,5,6,8,5,8,0,8
9261,13,4,7,6,5,6,8,8,1,4,10,6,6,5,10,4,5
9262,19,4,9,5,7,3,3,7,6,11,7,6,15,0,8,7,7
9263,0,3,3,4,2,1,5,13,3,7,12,9,3,1,10,1,5
9264,3,5,6,6,6,6,6,7,5,3,6,5,8,7,9,4,8
9265,12,6,12,6,6,5,5,9,2,5,7,5,10,4,7,6,7
9266,1,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
9267,23,4,7,6,6,5,7,7,4,4,6,6,9,4,9,1,8
9268,18,3,7,3,5,3,5,10,8,3,9,6,5,1,10,3,8
9269,13,5,7,7,5,3,5,13,5,5,13,7,3,2,10,2,6
9270,22,5,5,5,6,5,8,7,6,2,8,6,11,3,9,6,8
9271,25,2,3,3,4,1,7,7,3,13,9,6,8,0,8,7,8
9272,5,5,11,5,6,2,8,7,4,3,13,7,8,3,10,3,8
9273,3,4,8,4,6,2,7,7,14,2,4,6,8,6,8,0,8
9274,16,1,0,2,0,1,7,8,3,0,7,8,8,5,10,0,8
9275,9,9,12,11,6,6,6,3,3,2,7,4,11,10,1,2,8
9276,22,2,3,3,4,2,7,8,5,2,7,8,10,2,9,4,8
9277,2,4,8,5,6,4,7,7,7,7,7,6,4,3,8,3,7
9278,6,1,3,3,2,2,8,7,3,5,10,5,7,2,8,4,9
9279,22,5,11,5,6,3,10,4,4,7,11,3,9,3,7,8,11
9280,16,7,8,7,6,5,4,11,3,3,9,9,7,7,11,2,6
9281,22,2,2,3,3,2,7,9,4,1,8,8,10,2,9,4,8
9282,3,7,10,10,7,6,4,9,3,4,10,10,9,8,7,2,7
9283,19,4,9,5,6,4,7,7,3,8,11,7,9,3,8,5,8
9284,9,5,8,8,6,9,8,6,3,2,8,4,8,12,5,2,7
9285,22,3,7,4,6,2,8,7,8,5,6,7,8,3,8,5,9
9286,8,1,4,2,2,1,9,6,3,5,12,5,9,1,7,1,7
9287,23,6,6,6,4,4,5,8,5,7,8,6,9,5,9,5,3
9288,17,8,13,8,7,5,8,4,3,5,11,6,11,3,7,7,8
9289,15,5,9,7,7,6,6,6,6,4,6,5,8,6,7,6,10
9290,12,3,2,4,4,3,6,7,5,5,6,5,7,3,7,4,8
9291,10,6,10,9,8,4,5,9,2,9,10,10,9,3,8,4,6
9292,6,2,1,3,2,2,7,8,8,5,7,6,7,2,8,8,9
9293,20,6,10,6,8,3,4,11,2,4,9,11,7,3,9,1,7
9294,10,3,5,4,5,4,7,6,2,5,7,6,9,2,11,7,8
9295,12,4,9,6,7,8,8,9,3,5,5,7,8,5,9,8,7
9296,0,3,9,5,6,4,8,11,2,7,6,11,7,2,12,1,7
9297,5,3,8,4,6,4,8,7,7,5,7,7,9,2,9,8,8
9298,11,5,10,7,8,3,8,7,9,8,7,6,9,3,8,4,8
9299,24,6,9,9,7,5,9,6,2,7,10,3,9,7,7,6,9
9300,23,4,9,6,8,6,7,7,5,4,6,7,8,6,8,1,7
9301,17,2,5,4,4,2,7,4,1,8,8,2,10,0,7,2,8
9302,23,5,9,8,7,10,8,6,4,4,6,7,8,11,9,6,8
9303,25,5,6,6,8,3,7,7,4,15,9,6,8,0,8,8,8
9304,10,5,7,6,6,6,6,7,2,5,7,7,10,3,8,7,8
9305,1,4,9,3,5,2,6,10,2,5,13,6,4,1,9,4,8
9306,0,4,6,4,4,2,6,11,2,9,11,9,4,0,10,3,5
9307,18,5,5,6,7,8,8,6,4,3,6,7,7,6,9,4,5
9308,9,5,6,8,4,4,5,7,3,5,10,10,10,8,5,2,7
9309,21,3,5,5,7,7,8,4,4,3,7,8,8,5,9,5,8
9310,16,3,1,3,2,1,8,8,4,0,7,8,8,7,10,0,8
9311,25,3,2,3,3,2,7,8,5,10,6,6,9,1,8,7,8
9312,8,6,7,8,9,7,7,8,4,7,6,7,7,3,10,9,9
9313,2,2,1,2,1,1,7,7,6,6,7,6,5,2,8,2,7
9314,24,3,7,3,4,1,3,7,7,2,7,5,11,3,8,2,11
9315,11,5,9,7,8,5,6,6,6,5,8,5,8,4,6,5,6
9316,10,3,7,5,5,2,10,5,2,8,10,1,7,3,7,3,10
9317,14,6,11,4,6,2,6,8,7,6,11,7,7,2,9,5,8
9318,4,5,9,6,7,5,7,7,8,5,5,7,9,3,6,5,9
9319,6,3,4,5,3,3,8,7,3,5,10,5,7,2,8,4,9
9320,6,2,3,2,2,2,7,7,5,5,7,6,6,2,8,5,9
9321,16,5,7,7,5,3,8,8,5,1,7,8,8,8,9,0,8
9322,1,2,8,3,6,2,8,7,0,7,13,6,9,0,8,1,8
9323,14,1,0,2,1,0,7,7,6,8,7,6,13,0,8,4,10
9324,10,6,10,8,8,7,7,7,3,6,6,6,8,6,7,13,10
9325,10,4,11,6,8,5,7,7,3,8,5,6,8,2,8,6,8
9326,9,3,3,4,4,2,7,6,11,1,8,9,8,7,6,0,8
9327,18,3,6,4,9,8,7,6,6,1,7,6,7,4,10,7,11
9328,9,6,10,8,8,8,6,6,6,5,7,8,11,8,6,2,9
9329,13,4,8,6,6,4,9,8,1,6,13,5,5,2,9,3,9
9330,9,6,7,8,5,6,8,6,2,5,9,8,8,8,4,2,7
9331,5,2,3,4,2,2,8,8,2,7,10,5,7,1,9,4,8
9332,18,3,5,5,3,2,7,11,4,3,12,5,2,1,10,2,8
9333,14,3,6,4,4,2,6,7,6,7,6,7,12,1,8,4,10
9334,22,3,4,4,5,3,8,7,7,2,5,7,9,2,9,5,10
9335,11,2,3,3,1,1,8,7,7,5,7,6,8,2,8,3,8
9336,4,2,1,3,2,1,8,6,6,6,6,5,9,1,7,6,10
9337,14,2,4,3,6,1,5,7,7,9,8,6,14,1,9,4,9
9338,7,4,11,8,8,6,9,5,1,4,7,2,6,3,8,6,6
9339,25,3,7,5,5,3,8,7,2,9,11,5,7,1,7,6,8
9340,20,4,5,6,4,6,7,7,5,4,7,6,8,6,9,7,7
9341,19,4,7,6,6,6,6,8,3,3,8,7,8,5,12,9,9
9342,0,1,0,2,0,0,7,14,1,4,7,10,8,0,8,0,8
9343,3,5,8,6,6,5,7,6,9,5,5,4,5,5,7,4,10
9344,19,5,9,8,6,5,10,6,2,9,11,4,8,2,8,5,11
9345,7,4,9,6,7,4,8,2,2,3,7,1,8,2,7,3,6
9346,12,4,6,5,4,3,9,7,4,5,10,3,7,3,7,4,10
9347,23,2,1,3,1,1,6,9,6,6,7,10,9,3,10,1,8
9348,19,4,10,4,7,4,3,8,5,9,7,6,14,0,8,6,8
9349,20,7,10,7,8,4,2,12,2,3,10,11,8,2,10,1,8
9350,6,5,10,6,8,8,8,8,6,6,7,6,6,6,8,6,10
9351,25,4,6,6,4,4,7,8,2,8,12,7,8,1,9,6,7
9352,24,4,7,6,5,3,6,7,2,7,10,7,10,3,8,3,8
9353,2,4,9,5,6,5,7,7,6,6,7,6,5,3,8,3,7
9354,10,3,5,5,4,4,9,8,2,6,8,5,6,2,6,7,7
9355,18,5,5,7,6,7,7,8,4,3,8,8,6,6,11,5,5
9356,15,7,9,10,7,8,8,7,2,6,10,6,8,3,8,3,7
9357,14,4,8,5,6,6,6,7,4,4,6,7,10,6,10,4,8
9358,2,5,11,7,8,7,9,7,4,5,9,4,6,3,8,3,8
9359,22,5,7,6,9,7,9,7,7,2,5,6,10,3,9,6,9
9360,21,6,10,6,7,3,4,10,1,8,10,10,5,2,12,4,3
9361,12,5,9,6,7,5,7,9,4,6,6,4,8,4,5,6,9
9362,4,3,7,4,5,2,7,8,8,7,6,7,8,2,7,6,11
9363,12,4,7,5,5,4,7,8,5,7,7,4,6,6,7,5,8
9364,13,2,4,4,3,2,6,11,2,6,13,6,4,1,10,1,7
9365,22,5,9,5,5,3,10,5,4,6,12,3,8,3,8,7,11
9366,13,4,10,4,7,2,0,13,4,4,12,11,7,0,8,2,6
9367,22,7,9,7,11,7,8,6,7,5,9,8,9,5,9,8,9
9368,0,2,3,3,2,1,5,12,3,6,11,9,4,1,10,2,5
9369,14,3,8,4,6,2,6,8,7,9,5,7,12,1,7,4,9
9370,3,4,10,6,7,4,7,9,6,5,7,6,7,6,8,2,6
9371,8,1,2,2,3,1,10,6,2,6,12,4,8,0,7,1,7
9372,11,2,1,3,2,1,7,7,7,6,7,6,8,2,8,3,8
9373,25,2,5,3,4,3,8,7,5,9,6,6,7,2,8,7,8
9374,9,3,7,4,5,4,8,5,11,1,6,8,8,6,5,0,7
9375,20,1,0,2,0,0,8,9,3,1,6,12,8,2,11,0,8
9376,10,3,6,5,4,3,7,7,1,7,10,6,8,3,8,3,7
9377,15,4,8,4,5,2,7,5,15,1,7,8,8,3,8,0,8
9378,25,3,7,5,5,3,7,8,2,9,11,6,9,1,9,6,8
9379,4,5,9,5,6,3,6,7,6,7,10,8,10,2,9,4,9
9380,20,4,5,6,4,5,7,8,5,5,7,6,8,6,9,7,6
9381,23,4,10,6,8,10,9,8,4,4,6,7,8,9,7,8,8
9382,13,0,0,1,0,0,3,12,4,2,11,9,6,0,8,2,8
9383,10,4,5,6,4,3,7,7,1,9,10,6,8,2,8,3,7
9384,7,5,11,8,8,6,6,3,2,3,4,2,7,5,5,5,5
9385,21,2,1,2,1,0,8,10,3,1,6,13,8,1,11,0,8
9386,23,2,3,3,2,1,5,8,5,6,11,9,9,3,9,1,6
9387,11,2,4,3,3,2,8,6,6,3,9,5,8,2,8,2,8
9388,11,5,11,6,8,6,7,6,7,4,10,6,10,5,8,4,6
9389,14,4,8,5,6,3,4,8,5,6,9,8,14,3,7,4,8
9390,14,5,10,6,8,4,4,8,7,9,8,9,13,1,8,4,9
9391,16,5,10,7,8,8,8,9,6,4,5,9,9,7,8,4,5
9392,8,4,7,5,5,2,7,7,3,6,15,5,9,0,7,0,7
9393,0,3,10,5,7,1,7,15,0,6,7,11,8,0,8,0,8
9394,7,4,10,7,8,5,11,2,2,2,9,2,9,4,5,4,8
9395,15,4,7,5,5,5,7,7,6,6,7,6,8,6,8,3,8
9396,22,3,4,4,5,3,8,8,6,2,5,7,9,3,9,5,10
9397,9,5,6,7,4,5,10,6,2,4,9,4,7,7,6,2,8
9398,11,3,4,4,6,2,7,7,9,7,7,6,8,3,8,4,8
9399,6,3,1,3,2,3,7,7,5,5,7,6,6,2,8,6,9
9400,1,2,9,5,7,5,10,7,2,5,9,4,5,3,8,6,5
9401,22,7,9,10,8,8,5,4,4,5,4,4,7,4,8,6,6
9402,2,4,8,5,6,4,7,8,7,8,8,7,5,3,8,3,7
9403,9,4,7,5,5,3,7,7,12,1,7,9,8,8,6,0,8
9404,3,5,7,7,5,3,7,9,2,4,10,6,6,5,9,1,7
9405,11,4,11,5,8,5,8,7,8,4,7,7,7,3,7,3,8
9406,23,3,2,5,3,2,6,8,6,8,7,10,9,3,9,1,8
9407,3,3,5,5,4,3,7,9,2,4,10,6,6,5,9,1,7
9408,15,4,9,5,7,5,8,7,6,6,7,6,6,6,8,3,6
9409,7,2,2,4,3,2,8,2,1,1,7,2,8,2,7,3,7
9410,7,2,4,4,2,2,10,2,2,2,9,2,8,2,6,2,8
9411,3,9,12,7,7,3,9,11,5,6,3,5,9,5,8,2,7
9412,3,3,4,5,3,2,7,9,3,4,10,6,6,5,9,0,7
9413,10,2,2,3,3,2,8,7,3,8,6,6,8,2,8,6,8
9414,4,5,5,6,7,3,8,6,8,9,6,5,11,1,8,6,11
9415,4,3,3,4,5,2,7,8,8,7,6,7,8,2,7,6,11
9416,15,4,8,4,5,2,7,5,15,1,7,8,8,3,8,0,8
9417,6,4,5,4,3,4,7,7,6,6,7,6,6,2,8,6,10
9418,8,3,8,3,6,2,14,3,4,4,13,1,8,0,7,0,8
9419,15,4,5,6,7,6,7,8,4,1,8,6,6,4,10,8,5
9420,14,4,5,5,4,2,4,8,5,7,11,10,12,1,9,3,7
9421,3,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8
9422,5,3,6,4,4,3,8,6,6,5,7,7,10,2,10,8,8
9423,24,3,7,4,5,3,5,7,5,7,6,5,10,3,8,4,9
9424,21,6,11,6,8,2,3,12,5,6,13,12,6,2,11,2,6
9425,10,4,9,7,7,3,7,7,1,9,10,6,8,3,8,4,7
9426,21,2,4,3,2,1,4,11,2,7,11,10,5,1,11,2,5
9427,11,2,5,3,4,2,8,7,7,4,9,6,8,2,8,2,8
9428,25,4,4,6,6,3,12,4,4,4,11,2,9,2,7,4,11
9429,14,2,4,3,3,1,6,8,7,7,9,7,12,1,10,4,10
9430,12,3,5,6,4,4,8,7,3,5,10,4,6,3,7,4,10
9431,22,6,9,8,8,7,7,4,5,6,7,4,9,5,5,7,7
9432,21,2,5,4,4,2,6,10,1,6,8,11,8,1,11,2,7
9433,7,2,4,3,3,1,11,3,3,2,11,2,9,1,6,2,9
9434,23,7,10,7,7,5,3,8,5,7,10,9,9,3,9,2,6
9435,14,3,7,4,5,1,6,8,6,9,5,6,14,1,7,4,9
9436,9,5,5,6,4,5,8,6,6,5,7,7,8,9,6,3,7
9437,6,7,11,9,8,7,10,6,4,7,10,4,7,3,8,6,11
9438,3,2,3,3,5,2,7,7,13,1,5,6,8,5,8,0,8
9439,13,2,4,4,3,1,6,12,3,5,13,7,4,1,9,2,6
9440,14,2,4,3,3,1,4,8,5,7,11,9,12,1,9,2,7
9441,4,2,4,3,3,2,6,7,5,4,9,8,10,2,9,4,9
9442,8,1,3,2,4,1,13,3,7,4,13,4,11,1,6,0,8
9443,7,5,11,5,6,4,10,3,4,2,10,5,11,5,3,5,10
9444,23,7,10,8,8,5,3,8,5,7,10,10,10,3,9,2,6
9445,14,5,10,3,5,2,5,9,6,6,11,8,8,2,9,5,8
9446,5,4,7,6,6,7,8,7,5,4,7,7,7,5,9,10,12
9447,1,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8
9448,5,3,8,4,6,3,8,8,8,8,7,4,7,2,6,9,8
9449,15,2,2,3,3,3,8,8,6,6,7,6,7,3,8,3,7
9450,6,3,5,4,3,4,7,7,5,5,6,6,6,2,8,6,10
9451,25,1,0,2,1,0,7,7,2,10,8,6,8,0,8,6,8
9452,13,5,8,7,6,4,7,10,2,6,13,6,5,2,10,2,8
9453,2,5,9,7,7,6,10,7,5,6,9,3,6,3,8,3,8
9454,13,2,3,2,1,1,6,10,4,5,10,9,4,1,10,3,6
9455,24,3,4,5,3,2,7,6,1,6,10,6,10,3,8,3,8
9456,16,6,8,8,7,9,8,8,5,6,7,6,8,9,8,8,7
9457,0,0,0,1,0,0,7,13,1,4,7,10,8,0,8,0,8
9458,19,3,11,5,8,5,7,7,6,8,6,5,9,3,8,6,9
9459,17,2,3,2,2,1,4,3,5,7,2,2,5,0,7,1,6
9460,1,3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,8
9461,20,6,11,6,8,3,3,12,5,4,11,12,7,3,9,1,8
9462,18,4,5,5,7,6,8,9,3,2,7,8,6,5,11,5,4
9463,15,4,6,6,4,4,7,7,3,6,10,7,8,3,9,3,7
